Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
109,'388,Jamaica,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,6.398,E
109,'388,Jamaica,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,6.681,E
109,'388,Jamaica,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,7.033,E
109,'388,Jamaica,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.684,E
109,'388,Jamaica,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,1.144,E
109,'388,Jamaica,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.454,E
109,'388,Jamaica,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,1.454,E
109,'388,Jamaica,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,1.997,E
109,'388,Jamaica,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.242,E
109,'388,Jamaica,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,57.9,E
109,'388,Jamaica,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,57.1,E
109,'388,Jamaica,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,57.9,E
109,'388,Jamaica,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,64.0,E
109,'388,Jamaica,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,62.6,E
109,'388,Jamaica,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,1.6,E
109,'388,Jamaica,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,1.6,E
109,'388,Jamaica,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,1.6,E
109,'388,Jamaica,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,1.8,E
109,'388,Jamaica,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,1.8,E
110,'392,Japan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,5.529,E
110,'392,Japan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,5.701,E
110,'392,Japan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,5.565,E
110,'392,Japan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,5.647,E
110,'392,Japan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,5.638,E
110,'392,Japan,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,1.477,E
110,'392,Japan,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.887,E
110,'392,Japan,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.51,E
110,'392,Japan,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,1.567,E
110,'392,Japan,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,1.003,E
110,'392,Japan,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.085,E
110,'392,Japan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,2.7,E
110,'392,Japan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,2.7,E
110,'392,Japan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,2.5,E
110,'392,Japan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,2.7,E
110,'392,Japan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,2.0,E
110,'392,Japan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,3.4,E
110,'392,Japan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,3.4,E
110,'392,Japan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,3.1,E
110,'392,Japan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,3.4,E
110,'392,Japan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,2.5,E
112,'400,Jordan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,3.412,E
112,'400,Jordan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,3.454,E
112,'400,Jordan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,3.5,E
112,'400,Jordan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,3.614,E
112,'400,Jordan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,3.737,E
112,'400,Jordan,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.402,E
112,'400,Jordan,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,1.288,E
112,'400,Jordan,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.324,E
112,'400,Jordan,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.667,E
112,'400,Jordan,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.604,E
112,'400,Jordan,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.127,E
112,'400,Jordan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,6.1,E
112,'400,Jordan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,5.7,E
112,'400,Jordan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,6.5,E
112,'400,Jordan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,7.4,E
112,'400,Jordan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,7.1,E
112,'400,Jordan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,0.6,E
112,'400,Jordan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,0.6,E
112,'400,Jordan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,0.7,E
112,'400,Jordan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,0.8,E
112,'400,Jordan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,0.8,E
108,'398,Kazakhstan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,2.391,E
108,'398,Kazakhstan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,2.426,E
108,'398,Kazakhstan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,2.537,E
108,'398,Kazakhstan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,2.657,E
108,'398,Kazakhstan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,2.852,E
108,'398,Kazakhstan,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.43,E
108,'398,Kazakhstan,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.672,E
108,'398,Kazakhstan,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.466,E
108,'398,Kazakhstan,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.344,E
108,'398,Kazakhstan,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.356,E
108,'398,Kazakhstan,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.124,E
108,'398,Kazakhstan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,2.5,E
108,'398,Kazakhstan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,1.7,E
108,'398,Kazakhstan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,1.6,E
108,'398,Kazakhstan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,2.6,E
108,'398,Kazakhstan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,2.3,E
108,'398,Kazakhstan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,0.5,E
108,'398,Kazakhstan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,0.3,E
108,'398,Kazakhstan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,0.3,E
108,'398,Kazakhstan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,0.5,E
108,'398,Kazakhstan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,0.4,E
114,'404,Kenya,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,2.846,E
114,'404,Kenya,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,2.823,E
114,'404,Kenya,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,2.907,E
114,'404,Kenya,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,2.968,E
114,'404,Kenya,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,3.189,E
114,'404,Kenya,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.432,E
114,'404,Kenya,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.935,E
114,'404,Kenya,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.216,E
114,'404,Kenya,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.515,E
114,'404,Kenya,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.569,E
114,'404,Kenya,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.179,E
114,'404,Kenya,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,77.4,E
114,'404,Kenya,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,74.5,E
114,'404,Kenya,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,73.7,E
114,'404,Kenya,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,74.5,E
114,'404,Kenya,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,74.0,E
114,'404,Kenya,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,37.9,E
114,'404,Kenya,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,37.2,E
114,'404,Kenya,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,37.6,E
114,'404,Kenya,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,38.7,E
114,'404,Kenya,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,39.2,E
118,'414,Kuwait,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,3.344,E
118,'414,Kuwait,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,3.407,E
118,'414,Kuwait,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,3.468,E
118,'414,Kuwait,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,3.606,E
118,'414,Kuwait,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,3.997,E
118,'414,Kuwait,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.253,E
118,'414,Kuwait,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,1.024,E
118,'414,Kuwait,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.333,E
118,'414,Kuwait,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.924,E
118,'414,Kuwait,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.64,E
118,'414,Kuwait,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.169,E
118,'414,Kuwait,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,,O
118,'414,Kuwait,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,,O
118,'414,Kuwait,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,,O
118,'414,Kuwait,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,,O
118,'414,Kuwait,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,,O
118,'414,Kuwait,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,,O
118,'414,Kuwait,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,,O
118,'414,Kuwait,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,,O
118,'414,Kuwait,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,,O
118,'414,Kuwait,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,,O
113,'417,Kyrgyzstan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,2.97,E
113,'417,Kyrgyzstan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,2.931,E
113,'417,Kyrgyzstan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,2.991,E
113,'417,Kyrgyzstan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,3.18,E
113,'417,Kyrgyzstan,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,3.51,E
113,'417,Kyrgyzstan,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.529,E
113,'417,Kyrgyzstan,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.796,E
113,'417,Kyrgyzstan,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.562,E
113,'417,Kyrgyzstan,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.445,E
113,'417,Kyrgyzstan,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.466,E
113,'417,Kyrgyzstan,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.172,E
113,'417,Kyrgyzstan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,56.3,E
113,'417,Kyrgyzstan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,47.2,E
113,'417,Kyrgyzstan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,45.0,E
113,'417,Kyrgyzstan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,55.3,E
113,'417,Kyrgyzstan,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,58.2,E
113,'417,Kyrgyzstan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,3.5,E
113,'417,Kyrgyzstan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,3.0,E
113,'417,Kyrgyzstan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,2.9,E
113,'417,Kyrgyzstan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,3.6,E
113,'417,Kyrgyzstan,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,3.9,E
120,'418,Lao People's Democratic Republic,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,3.776,E
120,'418,Lao People's Democratic Republic,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,3.838,E
120,'418,Lao People's Democratic Republic,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,3.959,E
120,'418,Lao People's Democratic Republic,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,4.141,E
120,'418,Lao People's Democratic Republic,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,4.305,E
120,'418,Lao People's Democratic Republic,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.478,E
120,'418,Lao People's Democratic Republic,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,1.105,E
120,'418,Lao People's Democratic Republic,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.394,E
120,'418,Lao People's Democratic Republic,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.892,E
120,'418,Lao People's Democratic Republic,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.736,E
120,'418,Lao People's Democratic Republic,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.172,E
120,'418,Lao People's Democratic Republic,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,75.3,E
120,'418,Lao People's Democratic Republic,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,73.6,E
120,'418,Lao People's Democratic Republic,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,72.7,E
120,'418,Lao People's Democratic Republic,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,74.7,E
120,'418,Lao People's Democratic Republic,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,74.0,E
120,'418,Lao People's Democratic Republic,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,5.3,E
120,'418,Lao People's Democratic Republic,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,5.2,E
120,'418,Lao People's Democratic Republic,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,5.2,E
120,'418,Lao People's Democratic Republic,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,5.5,E
120,'418,Lao People's Democratic Republic,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,5.5,E
119,'428,Latvia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,3.124,E
119,'428,Latvia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,3.13,E
119,'428,Latvia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,3.245,E
119,'428,Latvia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,3.269,E
119,'428,Latvia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,3.254,E
119,'428,Latvia,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.335,E
119,'428,Latvia,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.794,E
119,'428,Latvia,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.314,E
119,'428,Latvia,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.921,E
119,'428,Latvia,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.648,E
119,'428,Latvia,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.111,E
119,'428,Latvia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,3.4,E
119,'428,Latvia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,2.4,E
119,'428,Latvia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,1.9,E
119,'428,Latvia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,1.9,E
119,'428,Latvia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,1.5,E
119,'428,Latvia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,0.1,E
119,'428,Latvia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,0.0,E
119,'428,Latvia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,0.0,E
119,'428,Latvia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,0.0,E
119,'428,Latvia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,0.0,E
122,'426,Lesotho,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,3.77,E
122,'426,Lesotho,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,3.878,E
122,'426,Lesotho,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,4.01,E
122,'426,Lesotho,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,4.266,E
122,'426,Lesotho,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,4.618,E
122,'426,Lesotho,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.462,E
122,'426,Lesotho,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,1.172,E
122,'426,Lesotho,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.362,E
122,'426,Lesotho,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.788,E
122,'426,Lesotho,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.838,E
122,'426,Lesotho,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.148,E
122,'426,Lesotho,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,83.2,E
122,'426,Lesotho,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,83.4,E
122,'426,Lesotho,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,83.8,E
122,'426,Lesotho,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,87.0,E
122,'426,Lesotho,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,87.9,E
122,'426,Lesotho,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,1.8,E
122,'426,Lesotho,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,1.8,E
122,'426,Lesotho,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,1.9,E
122,'426,Lesotho,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,2.0,E
122,'426,Lesotho,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,2.0,E
123,'430,Liberia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,4.018,E
123,'430,Liberia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,4.032,E
123,'430,Liberia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,3.852,E
123,'430,Liberia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,3.907,E
123,'430,Liberia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,4.447,E
123,'430,Liberia,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,1.27,E
123,'430,Liberia,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.685,E
123,'430,Liberia,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.229,E
123,'430,Liberia,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.84,E
123,'430,Liberia,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.901,E
123,'430,Liberia,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.092,E
123,'430,Liberia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,91.8,E
123,'430,Liberia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,91.6,E
123,'430,Liberia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,91.4,E
123,'430,Liberia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2020,2020,%,91.6,E
123,'430,Liberia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2021,2021,%,92.8,E
123,'430,Liberia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2017,2017,million No,4.4,E
123,'430,Liberia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2018,2018,million No,4.5,E
123,'430,Liberia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2019,2019,million No,4.6,E
123,'430,Liberia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2020,2020,million No,4.7,E
123,'430,Liberia,7006,Number of people unable to afford a healthy diet (million),6132,Value,2021,2021,million No,4.8,E
126,'440,Lithuania,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2017,2017,PPP dollar per person per day,3.003,E
126,'440,Lithuania,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2018,2018,PPP dollar per person per day,3.042,E
126,'440,Lithuania,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2019,2019,PPP dollar per person per day,3.148,E
126,'440,Lithuania,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2020,2020,PPP dollar per person per day,3.132,E
126,'440,Lithuania,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,2021,2021,PPP dollar per person per day,3.108,E
126,'440,Lithuania,7007,Cost of starchy staples,6226,Value,2017,2017,PPP dollar per person per day,0.368,E
126,'440,Lithuania,7008,Cost of animal source foods,6226,Value,2017,2017,PPP dollar per person per day,0.702,E
126,'440,Lithuania,7009,"Cost of legumes, nuts and seeds",6226,Value,2017,2017,PPP dollar per person per day,0.343,E
126,'440,Lithuania,7010,Cost of vegetables,6226,Value,2017,2017,PPP dollar per person per day,0.834,E
126,'440,Lithuania,7011,Cost of fruits,6226,Value,2017,2017,PPP dollar per person per day,0.67,E
126,'440,Lithuania,7012,Cost of oils and fats,6226,Value,2017,2017,PPP dollar per person per day,0.086,E
126,'440,Lithuania,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2017,2017,%,3.3,E
126,'440,Lithuania,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2018,2018,%,2.3,E
126,'440,Lithuania,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,2019,2019,%,1.2,E
